train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12860,Express,Solapur,Kalaburagi,162.2,64.0,11.2,5.0,0.219,Clear,6,6,162.2
12860,Express,Kalaburagi,Wadi,86.2,62.5,17.5,2.1,0.184,Clear,8,2,98.1
12627,Express,Nellore,Vijayawada,154.0,57.2,11.1,7.9,0.177,Clear,2,5,198.4
12723,Express,Vijayawada,Gudur,164.5,54.8,6.3,16.1,0.2,Clear,6,5,217.2
12301,Rajdhani,Prayagraj,DDU,177.4,67.0,-3.4,22.9,0.046,Rain,4,5,179.8
12860,Express,Mumbai,Pune,250.7,72.0,-4.9,5.2,0.059,Clear,23,5,193.8
12301,Rajdhani,Gaya,Howrah,177.5,58.1,-1.2,12.4,0.266,Clear,9,1,181.7
12627,Express,Warangal,Secunderabad,218.9,64.2,16.6,16.4,0.074,Clear,9,0,188.4
12860,Express,Solapur,Kalaburagi,157.0,60.3,5.9,10.4,0.458,Clear,6,3,168.7
12301,Rajdhani,Prayagraj,DDU,244.6,90.9,-2.9,3.3,0.109,Clear,4,4,168.8
12301,Rajdhani,New Delhi,Kanpur,207.2,70.0,10.9,7.6,0.467,Rain,23,6,170.2
12723,Express,Warangal,Vijayawada,204.7,67.8,-1.7,1.5,0.391,Clear,2,5,207.1
12860,Express,Solapur,Kalaburagi,161.7,65.3,11.6,11.7,0.352,Clear,5,1,157.0
12860,Express,Pune,Solapur,167.9,58.5,11.2,11.7,0.13,Clear,3,4,196.6
12259,Duronto,Sealdah,Asansol,208.6,75.9,18.4,8.5,0.524,Clear,0,2,160.5
12259,Duronto,Dhanbad,Gaya,172.5,74.8,7.4,9.1,0.204,Fog,3,2,163.3
12951,Rajdhani,Kota,New Delhi,235.7,66.3,14.4,22.5,0.22,Clear,11,1,215.0
12259,Duronto,Dhanbad,Gaya,117.9,54.3,3.5,14.5,0.105,Rain,4,0,173.9
12301,Rajdhani,Prayagraj,DDU,232.5,76.9,14.1,18.8,0.214,Clear,5,3,177.6
12301,Rajdhani,Prayagraj,DDU,160.5,67.1,11.9,19.1,0.157,Heavy Rain,5,3,193.4
12723,Express,Kazipet,Warangal,40.0,71.3,28.6,15.1,0.342,Fog,2,0,58.8
12951,Rajdhani,Surat,Vadodara,139.2,63.8,21.3,18.8,0.639,Clear,2,6,135.1
12860,Express,Wadi,Secunderabad,117.2,51.2,19.1,29.8,0.218,Rain,10,5,194.5
12301,Rajdhani,DDU,Gaya,138.0,71.2,-0.3,1.0,0.262,Clear,7,3,141.2
12259,Duronto,Asansol,Dhanbad,132.1,77.1,-5.0,12.4,0.53,Clear,1,1,116.3
12259,Duronto,Gaya,DDU,254.5,81.8,-3.4,12.0,0.518,Rain,6,0,183.7
12860,Express,Kalaburagi,Wadi,65.3,55.3,10.5,16.3,0.125,Clear,9,1,91.0
12259,Duronto,Sealdah,Asansol,159.7,62.2,15.8,0.3,0.341,Rain,0,3,162.8
12301,Rajdhani,DDU,Gaya,191.7,79.8,17.5,16.1,0.267,Clear,7,1,149.7
12951,Rajdhani,Vadodara,Ratlam,212.3,72.6,20.6,25.7,0.278,Clear,5,0,197.3
12301,Rajdhani,Gaya,Howrah,203.9,74.6,11.0,14.4,0.536,Fog,10,3,193.2
12259,Duronto,Dhanbad,Gaya,155.6,74.4,3.4,17.3,0.105,Rain,3,3,157.9
12627,Express,Warangal,Secunderabad,127.5,44.4,9.5,5.9,0.579,Clear,9,4,214.2
12951,Rajdhani,Ratlam,Kota,200.6,73.6,23.4,6.0,0.168,Clear,7,6,187.7
12627,Express,Chennai,Gudur,173.8,73.5,23.0,6.6,0.448,Clear,23,5,166.6
12723,Express,Warangal,Vijayawada,178.8,61.6,18.3,6.3,0.459,Rain,2,6,224.5
12627,Express,Nellore,Vijayawada,138.2,51.9,10.0,4.7,0.448,Clear,3,4,204.0
12259,Duronto,DDU,New Delhi,181.5,61.5,0.5,9.9,0.341,Fog,8,3,225.0
12860,Express,Kalaburagi,Wadi,100.4,66.1,3.5,13.8,0.266,Fog,7,1,94.2
12259,Duronto,Asansol,Dhanbad,103.9,59.9,3.6,18.9,0.291,Rain,2,5,122.4
12301,Rajdhani,Prayagraj,DDU,182.9,75.3,10.8,15.9,0.369,Clear,5,0,174.5
12951,Rajdhani,Kota,New Delhi,216.2,71.3,17.3,3.8,0.541,Clear,11,3,216.3
12627,Express,Vijayawada,Warangal,226.9,73.4,8.5,21.6,0.038,Fog,6,0,205.8
12723,Express,Hyderabad,Kazipet,133.7,60.8,-5.0,7.6,0.197,Clear,0,1,132.8
12860,Express,Wadi,Secunderabad,164.9,55.4,19.7,3.6,0.532,Clear,11,0,175.7
12301,Rajdhani,DDU,Gaya,150.5,60.6,-0.3,28.2,0.256,Rain,7,4,158.2
12301,Rajdhani,New Delhi,Kanpur,190.3,72.9,7.6,14.7,0.33,Clear,0,2,167.7
12723,Express,Hyderabad,Kazipet,133.7,62.2,12.4,9.6,0.113,Rain,0,5,152.4
12951,Rajdhani,Vadodara,Ratlam,189.8,73.5,-0.8,5.5,0.384,Clear,5,6,173.0
12627,Express,Gudur,Nellore,73.2,61.2,24.6,5.4,0.161,Heavy Rain,2,3,100.0
12951,Rajdhani,Kota,New Delhi,245.8,66.6,16.0,8.7,0.588,Clear,10,5,213.1
12951,Rajdhani,Vadodara,Ratlam,175.4,71.5,29.2,17.3,0.494,Clear,5,1,188.9
12860,Express,Solapur,Kalaburagi,173.7,62.8,14.9,3.9,0.155,Heavy Rain,6,6,168.2
12301,Rajdhani,New Delhi,Kanpur,156.1,66.9,21.0,8.3,0.261,Rain,0,3,170.3
12301,Rajdhani,Gaya,Howrah,202.8,77.2,16.0,18.7,0.507,Heavy Rain,10,3,203.3
12723,Express,Gudur,Chennai,186.3,60.4,8.9,9.9,0.195,Clear,9,2,212.0
12259,Duronto,Asansol,Dhanbad,95.1,53.1,26.7,15.2,0.102,Heavy Rain,2,4,131.5
12723,Express,Gudur,Chennai,187.5,55.5,5.8,9.7,0.345,Clear,8,4,212.5
12951,Rajdhani,Surat,Vadodara,139.0,68.9,3.3,9.3,0.055,Clear,2,0,125.5
12951,Rajdhani,Mumbai,Surat,196.8,72.1,46.9,0.0,0.238,Heavy Rain,0,2,211.0
12723,Express,Gudur,Chennai,213.1,57.3,8.7,4.4,0.634,Fog,8,4,224.4
12301,Rajdhani,Gaya,Howrah,181.1,61.6,24.2,13.4,0.364,Clear,9,2,190.5
12723,Express,Hyderabad,Kazipet,109.6,48.8,16.1,4.7,0.659,Clear,23,5,164.8
12259,Duronto,Dhanbad,Gaya,159.7,62.4,15.5,4.2,0.382,Clear,4,6,165.7
12301,Rajdhani,New Delhi,Kanpur,202.3,79.1,19.9,10.0,0.097,Rain,23,4,169.4
12860,Express,Wadi,Secunderabad,114.1,47.9,2.3,0.0,0.504,Clear,9,3,201.7
12723,Express,Warangal,Vijayawada,176.0,53.2,30.9,0.0,0.683,Clear,2,0,228.5
12627,Express,Nellore,Vijayawada,172.2,59.0,17.9,1.1,0.212,Rain,4,6,195.8
12627,Express,Vijayawada,Warangal,153.2,59.7,37.3,13.3,0.337,Clear,6,6,210.7
12860,Express,Wadi,Secunderabad,158.2,66.5,2.2,11.5,0.287,Clear,10,1,164.5
12627,Express,Gudur,Nellore,69.3,63.3,6.6,3.7,0.293,Clear,1,5,66.9
12627,Express,Nellore,Vijayawada,170.0,54.6,-3.0,1.7,0.48,Clear,3,4,191.4
12951,Rajdhani,Vadodara,Ratlam,212.8,76.0,14.5,23.9,0.282,Clear,5,3,188.6
12627,Express,Vijayawada,Warangal,205.9,70.8,25.9,9.6,0.778,Clear,6,0,212.2
12301,Rajdhani,DDU,Gaya,161.6,74.6,19.7,9.5,0.133,Clear,7,2,153.1
12951,Rajdhani,Vadodara,Ratlam,217.7,73.2,1.5,7.6,0.253,Clear,5,6,181.0
12860,Express,Wadi,Secunderabad,153.5,55.9,32.3,18.4,0.332,Clear,10,5,189.5
12723,Express,Gudur,Chennai,177.5,59.6,-5.0,8.4,0.641,Fog,9,2,227.3
12259,Duronto,Asansol,Dhanbad,88.7,57.1,16.8,25.6,0.266,Clear,3,3,124.6
12259,Duronto,Gaya,DDU,176.2,74.0,-2.9,2.6,0.565,Heavy Rain,5,1,193.5
12723,Express,Kazipet,Warangal,43.1,71.4,10.1,1.5,0.059,Clear,1,4,39.4
12301,Rajdhani,Prayagraj,DDU,220.7,80.5,31.9,15.7,0.369,Heavy Rain,5,2,207.7
12259,Duronto,Dhanbad,Gaya,142.1,69.1,-4.4,8.0,0.157,Rain,4,4,153.9
12860,Express,Pune,Solapur,163.4,60.1,8.9,12.8,0.376,Clear,3,0,191.0
12301,Rajdhani,DDU,Gaya,147.7,65.5,27.7,2.0,0.252,Clear,7,6,150.0
12301,Rajdhani,Prayagraj,DDU,137.0,50.0,19.5,27.3,0.175,Fog,5,1,201.4
12860,Express,Mumbai,Pune,226.1,62.4,23.5,3.6,0.156,Clear,23,4,196.4
12259,Duronto,Sealdah,Asansol,146.4,67.5,26.6,9.5,0.603,Fog,23,5,182.4
12723,Express,Gudur,Chennai,242.0,70.3,17.0,0.0,0.228,Clear,9,2,209.8
12301,Rajdhani,Prayagraj,DDU,252.1,83.0,17.4,19.4,0.286,Clear,4,4,175.3
12259,Duronto,Sealdah,Asansol,214.4,81.2,5.7,5.9,0.721,Clear,0,4,161.7
12301,Rajdhani,DDU,Gaya,98.1,47.6,13.5,10.9,0.345,Rain,8,0,170.9
12723,Express,Hyderabad,Kazipet,149.1,63.3,14.4,18.0,0.282,Clear,23,1,146.3
12627,Express,Gudur,Nellore,53.5,55.9,12.1,18.7,0.417,Clear,2,4,90.8
12723,Express,Gudur,Chennai,154.5,52.9,21.2,2.2,0.427,Rain,8,2,231.2
12259,Duronto,Asansol,Dhanbad,111.6,67.7,19.4,24.0,0.18,Rain,2,3,110.9
12860,Express,Kalaburagi,Wadi,75.8,57.4,24.0,8.2,0.622,Rain,8,3,112.1
12860,Express,Kalaburagi,Wadi,88.1,62.3,14.4,0.0,0.457,Clear,8,6,95.9
12723,Express,Hyderabad,Kazipet,130.2,60.6,20.0,18.5,0.261,Clear,23,1,146.4
12259,Duronto,Sealdah,Asansol,191.6,77.4,10.1,25.4,0.512,Clear,0,4,168.4
12860,Express,Kalaburagi,Wadi,102.6,69.0,4.7,4.5,0.172,Clear,7,6,86.2
12860,Express,Kalaburagi,Wadi,96.4,67.3,8.1,10.5,0.224,Fog,9,5,81.2
12301,Rajdhani,New Delhi,Kanpur,175.1,70.4,16.7,16.1,0.082,Clear,0,4,167.9
12860,Express,Mumbai,Pune,141.0,46.8,14.7,0.0,0.397,Clear,23,1,203.0
12723,Express,Hyderabad,Kazipet,117.6,50.1,18.3,17.2,0.457,Heavy Rain,0,4,163.2
12301,Rajdhani,Gaya,Howrah,153.0,57.2,20.0,14.1,0.207,Clear,9,1,192.2
12627,Express,Chennai,Gudur,152.8,59.3,35.9,28.9,0.499,Clear,0,4,183.1
12951,Rajdhani,Surat,Vadodara,149.0,70.7,-5.0,9.6,0.209,Rain,3,3,120.9
12860,Express,Wadi,Secunderabad,135.8,50.9,22.5,7.7,0.295,Clear,10,6,183.7
12301,Rajdhani,Prayagraj,DDU,182.5,62.7,-3.9,7.3,0.2,Rain,4,6,170.6
12951,Rajdhani,Vadodara,Ratlam,228.2,74.4,-5.0,0.0,0.348,Clear,5,3,183.0
12723,Express,Kazipet,Warangal,40.0,60.1,18.4,2.8,0.417,Clear,1,0,53.1
12259,Duronto,Asansol,Dhanbad,101.8,72.0,9.3,7.0,0.108,Clear,2,3,98.6
12723,Express,Gudur,Chennai,158.2,50.9,9.6,6.9,0.631,Fog,8,2,231.7
12860,Express,Wadi,Secunderabad,164.7,64.6,10.4,0.0,0.171,Clear,10,0,173.3
12951,Rajdhani,Surat,Vadodara,139.1,61.0,17.0,11.4,0.374,Clear,3,2,131.1
12723,Express,Warangal,Vijayawada,203.5,65.5,20.4,15.8,0.083,Clear,2,3,203.9
12860,Express,Mumbai,Pune,196.9,69.2,-0.3,16.7,0.383,Rain,0,4,201.9
12951,Rajdhani,Vadodara,Ratlam,162.9,62.3,35.6,3.5,0.527,Clear,4,3,198.4
12259,Duronto,Gaya,DDU,205.0,74.2,16.2,12.2,0.235,Clear,6,2,165.9
12259,Duronto,Asansol,Dhanbad,124.2,74.7,20.0,18.2,0.073,Clear,2,2,114.3
12860,Express,Solapur,Kalaburagi,158.1,67.3,29.0,0.4,0.385,Clear,6,2,167.0
12627,Express,Warangal,Secunderabad,147.0,54.5,2.2,23.6,0.07,Rain,9,0,201.6
12259,Duronto,DDU,New Delhi,289.3,80.3,11.5,8.4,0.508,Fog,9,2,226.6
12951,Rajdhani,Ratlam,Kota,178.8,66.0,14.2,21.0,0.184,Clear,7,3,196.1
12723,Express,Warangal,Vijayawada,206.4,71.4,9.5,24.9,0.305,Clear,2,6,211.7
12951,Rajdhani,Surat,Vadodara,196.8,87.9,4.0,22.5,0.139,Clear,3,4,131.7
12723,Express,Hyderabad,Kazipet,123.9,65.7,11.4,12.4,0.199,Clear,0,3,145.1
12301,Rajdhani,Prayagraj,DDU,188.1,65.4,0.2,0.5,0.203,Heavy Rain,5,0,185.2
12860,Express,Wadi,Secunderabad,161.1,60.9,15.0,5.9,0.057,Clear,10,4,173.3
12627,Express,Warangal,Secunderabad,222.1,68.2,10.1,2.3,0.197,Clear,9,0,187.9
12301,Rajdhani,Kanpur,Prayagraj,181.2,79.7,7.3,16.0,0.494,Clear,2,1,184.5
12951,Rajdhani,Kota,New Delhi,199.3,61.9,0.6,0.5,0.363,Clear,11,1,204.0
12951,Rajdhani,Ratlam,Kota,184.4,68.0,9.5,12.1,0.167,Clear,8,2,190.2
12259,Duronto,Gaya,DDU,238.4,77.4,-1.7,15.3,0.189,Clear,6,2,170.1
12259,Duronto,Dhanbad,Gaya,214.7,81.0,13.3,21.8,0.093,Clear,3,3,151.2
12723,Express,Hyderabad,Kazipet,138.5,60.9,23.1,15.9,0.476,Clear,23,2,159.9
12627,Express,Chennai,Gudur,115.0,50.8,15.2,13.0,0.28,Clear,23,1,170.3
12301,Rajdhani,Gaya,Howrah,138.5,56.4,24.6,13.4,0.175,Rain,9,0,184.9
12301,Rajdhani,Gaya,Howrah,179.5,63.0,1.8,8.5,0.149,Clear,9,4,189.1
12627,Express,Chennai,Gudur,171.3,62.1,13.6,9.4,0.073,Clear,0,6,153.3
12860,Express,Solapur,Kalaburagi,139.0,60.0,15.6,14.3,0.224,Clear,5,0,168.4
12860,Express,Kalaburagi,Wadi,92.9,69.0,19.7,9.2,0.168,Clear,8,4,84.6
12627,Express,Nellore,Vijayawada,210.2,73.4,33.2,14.5,0.521,Fog,3,1,214.1
12259,Duronto,Asansol,Dhanbad,119.1,71.0,34.0,17.0,0.148,Heavy Rain,2,4,129.5
12723,Express,Vijayawada,Gudur,212.3,66.1,14.5,18.8,0.075,Clear,6,5,202.2
12627,Express,Chennai,Gudur,126.7,60.3,19.3,7.9,0.501,Fog,0,0,182.7
12951,Rajdhani,Vadodara,Ratlam,197.3,74.5,13.6,6.5,0.134,Clear,6,5,185.0
12301,Rajdhani,Gaya,Howrah,209.3,71.8,19.7,23.0,0.301,Clear,10,1,202.7
12860,Express,Solapur,Kalaburagi,200.8,81.2,25.0,14.5,0.493,Clear,6,2,176.8
12860,Express,Mumbai,Pune,258.2,78.3,17.8,2.8,0.035,Rain,23,6,202.7
12259,Duronto,Asansol,Dhanbad,111.7,73.5,25.8,0.5,0.372,Clear,1,0,110.4
12259,Duronto,Dhanbad,Gaya,148.8,69.9,34.2,24.4,0.252,Clear,3,6,175.2
12627,Express,Vijayawada,Warangal,173.1,57.5,21.8,0.0,0.124,Clear,6,2,195.0
12951,Rajdhani,Vadodara,Ratlam,206.1,74.5,8.2,16.2,0.312,Rain,4,6,198.5
12627,Express,Warangal,Secunderabad,203.3,59.5,1.5,21.8,0.561,Clear,9,2,198.0
12301,Rajdhani,Gaya,Howrah,153.6,58.0,9.7,11.5,0.059,Rain,10,5,185.9
12301,Rajdhani,DDU,Gaya,138.0,60.1,15.8,23.6,0.456,Rain,8,0,168.3
12301,Rajdhani,Kanpur,Prayagraj,175.9,76.5,22.7,15.7,0.552,Clear,2,6,175.9
12723,Express,Warangal,Vijayawada,216.1,64.7,0.2,8.8,0.373,Clear,2,6,207.0
12951,Rajdhani,Vadodara,Ratlam,180.0,72.2,0.9,27.1,0.326,Clear,4,4,181.3
12723,Express,Gudur,Chennai,180.0,60.8,10.2,0.0,0.777,Clear,8,6,219.0
12723,Express,Warangal,Vijayawada,148.4,43.7,15.8,1.4,0.013,Clear,1,0,224.0
12723,Express,Vijayawada,Gudur,187.5,65.8,15.4,10.8,0.462,Clear,5,0,215.1
12627,Express,Warangal,Secunderabad,193.4,59.0,26.1,5.2,0.031,Fog,9,3,195.6
12951,Rajdhani,Ratlam,Kota,236.2,72.8,-5.0,8.6,0.046,Rain,7,0,181.5
12627,Express,Warangal,Secunderabad,157.0,52.8,-0.5,12.1,0.381,Clear,9,2,196.9
12951,Rajdhani,Kota,New Delhi,290.7,77.4,-5.0,11.2,0.244,Clear,10,3,205.2
12860,Express,Mumbai,Pune,130.6,46.3,18.0,14.7,0.152,Clear,0,5,233.2
12723,Express,Vijayawada,Gudur,196.4,60.0,8.9,2.9,0.422,Heavy Rain,5,1,211.0
12301,Rajdhani,New Delhi,Kanpur,237.0,82.1,11.0,0.0,0.323,Rain,0,5,164.6
12301,Rajdhani,Gaya,Howrah,253.9,83.4,-2.4,12.4,0.274,Clear,9,6,175.9
12860,Express,Solapur,Kalaburagi,123.4,50.1,-5.0,11.6,0.254,Clear,7,2,161.7
12627,Express,Vijayawada,Warangal,184.2,62.4,10.1,5.7,0.45,Rain,7,2,201.0
12860,Express,Pune,Solapur,199.3,74.9,30.4,6.7,0.584,Clear,2,5,198.8
12860,Express,Mumbai,Pune,258.6,71.4,10.0,29.1,0.266,Rain,0,6,214.9
12627,Express,Chennai,Gudur,164.6,60.9,35.6,16.7,0.326,Rain,23,2,173.1
12951,Rajdhani,Surat,Vadodara,125.1,67.4,1.7,17.1,0.111,Rain,3,6,129.8
12860,Express,Mumbai,Pune,204.0,69.2,18.2,8.3,0.4,Clear,0,3,203.2
12723,Express,Vijayawada,Gudur,156.0,55.4,17.5,16.7,0.387,Fog,6,0,229.2
12723,Express,Vijayawada,Gudur,210.5,58.0,-4.3,11.9,0.193,Clear,6,0,205.9
12301,Rajdhani,Kanpur,Prayagraj,185.6,69.7,-5.0,17.3,0.096,Clear,2,4,170.6
12860,Express,Kalaburagi,Wadi,84.4,65.7,7.5,16.3,0.098,Heavy Rain,7,3,98.7
12627,Express,Warangal,Secunderabad,235.8,69.0,17.4,13.4,0.525,Fog,8,0,204.4
12301,Rajdhani,Prayagraj,DDU,199.8,74.8,5.1,13.8,0.292,Rain,5,3,176.2
12951,Rajdhani,Surat,Vadodara,118.4,55.6,-5.0,14.7,0.225,Clear,3,4,133.3
12951,Rajdhani,Vadodara,Ratlam,243.3,75.2,2.1,8.8,0.426,Clear,5,4,175.3
12951,Rajdhani,Ratlam,Kota,171.6,66.5,16.9,7.6,0.553,Clear,7,6,212.9
12627,Express,Vijayawada,Warangal,223.5,77.7,-0.7,7.6,0.088,Rain,6,2,183.5
12860,Express,Mumbai,Pune,198.7,58.1,8.2,22.2,0.304,Clear,0,1,207.2
12723,Express,Vijayawada,Gudur,188.5,53.3,15.3,7.4,0.403,Clear,5,0,218.7
12951,Rajdhani,Mumbai,Surat,172.5,62.2,5.8,0.0,0.283,Fog,23,1,207.8
12723,Express,Gudur,Chennai,177.7,58.4,-5.0,13.3,0.521,Clear,10,0,206.8
12259,Duronto,Dhanbad,Gaya,145.6,70.3,11.2,9.5,0.135,Clear,4,1,151.2
12627,Express,Nellore,Vijayawada,202.6,77.4,7.7,7.7,0.381,Clear,3,3,184.2
12723,Express,Vijayawada,Gudur,207.4,70.6,23.1,6.6,0.493,Clear,6,0,211.5
12627,Express,Vijayawada,Warangal,176.6,55.6,4.5,16.1,0.176,Rain,6,6,205.8
12301,Rajdhani,New Delhi,Kanpur,167.2,70.0,23.3,5.3,0.201,Clear,0,3,167.1
12951,Rajdhani,Ratlam,Kota,185.5,69.8,0.7,0.0,0.293,Clear,7,1,195.0
12860,Express,Pune,Solapur,177.6,51.5,-1.6,4.4,0.405,Rain,3,5,200.7
12301,Rajdhani,New Delhi,Kanpur,161.9,61.6,11.4,16.4,0.359,Rain,23,6,164.7
12259,Duronto,Asansol,Dhanbad,122.1,75.6,40.8,21.1,0.049,Clear,2,5,111.3
12301,Rajdhani,Gaya,Howrah,207.0,68.2,17.7,12.2,0.302,Fog,10,0,191.0
12723,Express,Hyderabad,Kazipet,153.5,67.3,17.9,4.0,0.03,Rain,23,0,146.8
12627,Express,Gudur,Nellore,62.8,61.8,25.6,3.4,0.172,Clear,2,1,68.4
12951,Rajdhani,Kota,New Delhi,246.9,74.1,17.0,20.1,0.125,Clear,10,5,206.3
12860,Express,Solapur,Kalaburagi,132.1,55.0,5.9,1.8,0.144,Rain,6,2,166.6
12723,Express,Vijayawada,Gudur,134.3,46.5,22.1,8.1,0.519,Fog,6,5,239.1
12301,Rajdhani,Gaya,Howrah,200.6,68.6,34.1,16.6,0.231,Clear,10,5,195.2
12259,Duronto,Dhanbad,Gaya,156.7,62.6,4.3,17.5,0.118,Clear,3,3,152.5
12259,Duronto,Asansol,Dhanbad,88.3,65.0,1.4,15.7,0.343,Clear,3,6,96.8
12860,Express,Wadi,Secunderabad,186.0,69.9,25.9,12.7,0.262,Clear,10,3,177.6
12723,Express,Kazipet,Warangal,40.6,62.8,-5.0,14.9,0.108,Rain,1,4,44.3
12860,Express,Pune,Solapur,202.6,60.9,0.9,17.3,0.783,Rain,2,3,208.2
12627,Express,Vijayawada,Warangal,184.2,61.8,0.1,9.6,0.15,Clear,6,6,192.8
12259,Duronto,Gaya,DDU,195.6,64.9,32.1,0.0,0.256,Rain,6,1,185.3
12259,Duronto,DDU,New Delhi,217.0,63.2,7.6,9.7,0.111,Fog,9,4,218.5
12860,Express,Wadi,Secunderabad,136.7,57.6,-5.0,7.3,0.232,Clear,10,4,173.1
12259,Duronto,Gaya,DDU,173.9,59.2,21.0,12.6,0.375,Clear,6,4,179.7
12627,Express,Vijayawada,Warangal,195.9,65.0,12.9,0.0,0.055,Rain,7,1,180.5
12627,Express,Chennai,Gudur,170.4,61.7,8.4,3.0,0.13,Fog,23,1,162.8
12723,Express,Gudur,Chennai,186.1,53.8,15.0,1.7,0.297,Clear,8,3,233.1
12951,Rajdhani,Kota,New Delhi,191.5,61.7,23.0,9.0,0.129,Clear,10,4,208.6
12951,Rajdhani,Ratlam,Kota,200.0,71.8,8.4,11.2,0.189,Rain,7,4,181.2
12723,Express,Warangal,Vijayawada,209.1,57.3,8.0,11.6,0.671,Clear,2,4,223.9
12259,Duronto,DDU,New Delhi,297.8,76.3,18.4,23.4,0.421,Rain,9,1,222.8
12259,Duronto,Asansol,Dhanbad,113.1,64.8,11.8,0.0,0.225,Rain,1,5,115.1
12723,Express,Hyderabad,Kazipet,119.1,50.3,11.5,19.4,0.297,Rain,23,6,166.5
12860,Express,Wadi,Secunderabad,185.1,61.7,3.5,0.0,0.207,Heavy Rain,10,2,181.9
12259,Duronto,Gaya,DDU,192.5,65.0,12.7,12.2,0.337,Clear,5,6,181.3
12259,Duronto,DDU,New Delhi,206.7,67.7,25.4,3.8,0.121,Clear,9,6,222.3
12301,Rajdhani,Kanpur,Prayagraj,172.2,59.0,35.6,11.3,0.166,Heavy Rain,2,6,193.6
12259,Duronto,Dhanbad,Gaya,170.6,65.7,8.8,2.5,0.352,Clear,3,1,142.5
12259,Duronto,DDU,New Delhi,188.2,59.8,3.0,3.2,0.365,Clear,8,4,220.3
12723,Express,Vijayawada,Gudur,168.7,55.0,17.1,7.0,0.377,Clear,5,5,220.2
12951,Rajdhani,Surat,Vadodara,121.0,67.3,23.2,19.6,0.688,Rain,2,3,156.1
12301,Rajdhani,New Delhi,Kanpur,217.4,74.5,1.8,8.2,0.424,Clear,0,6,160.0
12627,Express,Chennai,Gudur,141.3,67.1,9.1,0.3,0.221,Clear,0,6,154.7
12259,Duronto,Asansol,Dhanbad,100.9,71.2,14.1,11.2,0.098,Fog,2,4,111.0
12951,Rajdhani,Ratlam,Kota,217.0,74.6,-5.0,2.8,0.123,Fog,8,0,187.1
12951,Rajdhani,Kota,New Delhi,200.1,68.5,4.4,18.9,0.196,Rain,11,4,208.1
12259,Duronto,Dhanbad,Gaya,172.5,74.5,18.3,14.0,0.339,Heavy Rain,4,3,179.4
12301,Rajdhani,DDU,Gaya,187.6,73.9,8.0,16.6,0.073,Clear,7,5,149.2
12259,Duronto,Asansol,Dhanbad,158.8,91.6,19.4,2.5,0.304,Clear,2,4,107.5
12301,Rajdhani,Kanpur,Prayagraj,184.5,63.3,9.2,12.7,0.215,Rain,2,1,174.2
12860,Express,Mumbai,Pune,205.5,67.3,4.2,0.0,0.23,Rain,0,0,200.3
12723,Express,Kazipet,Warangal,40.0,50.6,-5.0,12.3,0.123,Fog,1,4,57.1
12627,Express,Chennai,Gudur,170.6,62.4,9.8,14.7,0.204,Fog,23,5,168.6
12627,Express,Gudur,Nellore,56.7,57.3,17.5,0.0,0.265,Clear,2,5,82.7
12259,Duronto,Asansol,Dhanbad,104.2,64.8,23.1,20.2,0.31,Clear,2,0,120.8
12951,Rajdhani,Surat,Vadodara,112.1,51.1,5.2,1.4,0.356,Rain,2,2,147.2
12723,Express,Kazipet,Warangal,40.0,59.0,9.5,14.4,0.153,Clear,1,1,57.2
12860,Express,Pune,Solapur,108.1,42.1,11.5,10.5,0.389,Clear,2,5,217.5
12723,Express,Warangal,Vijayawada,185.8,54.3,3.5,7.7,0.402,Clear,0,3,206.1
12860,Express,Mumbai,Pune,206.7,64.3,3.6,16.3,0.127,Clear,0,0,194.0
12259,Duronto,Sealdah,Asansol,145.8,65.8,13.2,0.0,0.177,Clear,23,5,156.5
12951,Rajdhani,Ratlam,Kota,206.8,61.2,18.6,9.4,0.192,Clear,7,3,203.0
12723,Express,Kazipet,Warangal,40.4,69.5,9.7,0.0,0.223,Rain,2,4,40.2
12259,Duronto,DDU,New Delhi,221.5,62.9,15.7,5.4,0.173,Clear,9,6,215.9
12860,Express,Mumbai,Pune,247.2,74.8,38.1,0.0,0.356,Clear,0,6,211.2
12860,Express,Wadi,Secunderabad,155.8,64.9,18.4,14.8,0.467,Clear,9,1,179.6
12301,Rajdhani,New Delhi,Kanpur,159.4,60.1,6.8,23.3,0.158,Clear,0,0,171.6
12301,Rajdhani,New Delhi,Kanpur,150.2,59.4,29.3,9.9,0.299,Rain,0,4,185.7
12301,Rajdhani,Kanpur,Prayagraj,192.3,68.5,1.0,15.1,0.266,Clear,2,4,168.7
12301,Rajdhani,DDU,Gaya,168.9,85.7,5.6,7.9,0.078,Clear,7,2,140.1
12951,Rajdhani,Mumbai,Surat,218.4,72.5,1.7,10.9,0.339,Fog,0,0,196.6
12951,Rajdhani,Surat,Vadodara,149.2,73.3,-4.4,8.1,0.437,Fog,2,2,134.8
12259,Duronto,Asansol,Dhanbad,124.2,74.4,13.5,17.0,0.126,Rain,2,6,114.8
12301,Rajdhani,DDU,Gaya,147.8,70.8,33.6,1.5,0.13,Clear,7,0,149.5
12627,Express,Chennai,Gudur,190.9,74.6,15.3,6.6,0.125,Rain,23,5,159.5
12951,Rajdhani,Vadodara,Ratlam,184.3,70.0,0.8,11.5,0.326,Rain,5,4,189.8
